,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q31,Q32_1,Q32_2,Q34,Q35,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_DO,Q3.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_DO,Q3.2,Q4,Q5,Q5_3_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q10,Q11,Q12,FL_35_DO
,12/6/20 23:15,12/6/20 23:18,100,203,TRUE,12/6/20 23:18,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),3,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Hardworking|Honest|Loyal|Unlawful|Immoral|Uneducated|Violent|Responsible|Intelligent|Lazy,,,,,,,,,,,,,,21,Female,,White,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C1
,12/6/20 23:18,12/6/20 23:20,100,161,TRUE,12/6/20 23:20,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,5 (very well),5 (very well),2,1 (not well at all),5 (very well),2,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Uneducated|Responsible|Intelligent|Lazy|Hardworking|Unlawful|Honest|Violent|Immoral|Loyal,"I think that they came illegally only because they needed to, and that the US immigration policy is too strict. They are hardworking and want to provide for their families to live a better life.",20,Female,,White,Yes,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C6
,12/6/20 23:18,12/6/20 23:22,100,242,TRUE,12/6/20 23:22,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Responsible|Lazy|Unlawful|Hardworking|Honest|Loyal|Intelligent|Immoral|Uneducated|Violent,"The typical illegal immigrant is someone I imagine that was forced to come here, either to provide for their family, or because of conflicts in their country. I have a lot of respect for them and their hardworking nature, because I'm not sure if I could leave y home country in order to provide for my family.",,,,,,,,,,,,,18,Male,,White,No,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C3
,12/6/20 23:22,12/6/20 23:25,100,143,TRUE,12/6/20 23:25,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,3,4,2,2,3,4,2,2,3,3,Hardworking|Immoral|Intelligent|Responsible|Lazy|Violent|Loyal|Unlawful|Honest|Uneducated,"Somebody who's fleeing from a dangerous situation in their home country, but who doesn't have the means to immigrate legally",18,Male,,White,No,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C6
,12/6/20 23:23,12/6/20 23:26,100,164,TRUE,12/6/20 23:26,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,5 (very well),3,1 (not well at all),3,3,3,1 (not well at all),3,5 (very well),Hardworking|Responsible|Immoral|Intelligent|Unlawful|Lazy|Honest|Loyal|Violent|Uneducated,"Illegal immigrants do not come illegally for the wrong reason. They understand their risks, and are willing to make the risk. ",,,,,,,,,,,,,21,Male,,White,No,Independent,,Neither,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C5
,12/6/20 23:24,12/6/20 23:28,100,198,TRUE,12/6/20 23:28,anonymous,EN,,Yes,Yes,,10/14/99,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),2,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Lazy|Immoral|Violent|Hardworking|Uneducated|Unlawful|Intelligent|Loyal|Responsible|Honest,Usually families or young parents who are trying to find a better life for them and their family. Usually these immigrants are from 3rd world countries and have to leave due to displacement or high levels of corruption and crime in their country. They probably don't want to leave but have limited choices.,21,Female,,Other,Yes,Democrat,,,Liberal,,I am an immigrant to the USA and a naturalized citizen.,C2
,12/6/20 23:07,12/6/20 23:28,100,1284,TRUE,12/6/20 23:28,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,4,4,1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),4,4,Lazy|Honest|Loyal|Hardworking|Unlawful|Uneducated|Responsible|Violent|Immoral|Intelligent,the typical undocumented immigrant is in America for a better life and more trustworthy and responsible than the average American,,,,,,,,,,,,,20,Female,,Black or African American,No,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C1
,12/6/20 23:27,12/6/20 23:29,100,136,TRUE,12/6/20 23:29,anonymous,EN,,Yes,Yes,,12/6/20,5 (very well),5 (very well),2,1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Honest|Intelligent|Unlawful|Lazy|Responsible|Uneducated|Hardworking|Immoral|Loyal|Violent,Someone looking for a better life. Or someone who fled their country and risked it all to be here for a reason,,,,,,,,,,,,,22,Female,,Other,Yes,Independent,,Closer to Democratic Party,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,12/6/20 23:21,12/6/20 23:30,100,528,TRUE,12/6/20 23:30,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,2,5 (very well),1 (not well at all),1 (not well at all),3,3,1 (not well at all),1 (not well at all),4,4,Immoral|Loyal|Hardworking|Unlawful|Honest|Intelligent|Violent|Lazy|Responsible|Uneducated,"While I have not known many undocumented immigrants to my knowledge, having worked in the restaurant industry in Chicago and Los Angeles you would be hard-pressed to find a more hardworking group of people. It is very easy to demonize those we do not know or come into contact with and if there were not the social stigma associated people would probably recognize that they interact more frequently than they realized. Additionally, an individual existing does not make them illegal. Calling someone illegal is a political dysphemism meant to influence the stupid.  ",,,,,,,,,,,,,29,Male,,White,No,Independent,,Neither,"Moderate, middle of the road",Moderate,"My parents, grandparents and I were all born in the USA.",C5
,12/6/20 23:15,12/6/20 23:31,100,951,TRUE,12/6/20 23:31,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,4,5 (very well),2,1 (not well at all),3,2,1 (not well at all),1 (not well at all),5 (very well),4,Immoral|Responsible|Intelligent|Unlawful|Hardworking|Loyal|Uneducated|Lazy|Honest|Violent,"Someone who has put their life in danger to give themselves and their family a better life. They are someone who takes pride in their work, knows the value of hard work, and would do anything to improve their current living situation. ",19,Male,,White,Yes,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,12/6/20 23:29,12/6/20 23:31,100,108,TRUE,12/6/20 23:31,anonymous,EN,,No,No,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Loyal|Hardworking|Immoral|Violent|Uneducated|Honest|Responsible|Lazy|Intelligent|Unlawful,I think they are hardworking people that are willing to do anything to live a better life,,,,,,,,,,,,,19,Female,,,Yes,Democrat,,,Slightly liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C5
,12/6/20 23:30,12/6/20 23:32,100,120,TRUE,12/6/20 23:32,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",10/28/99,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,Uneducated|Violent|Loyal|Unlawful|Hardworking|Responsible|Lazy|Intelligent|Immoral|Honest,innocent,21,Female,,Other,Yes,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C2
,12/6/20 23:30,12/6/20 23:33,100,169,TRUE,12/6/20 23:33,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,4,4,4,4,4,4,4,4,4,4,Immoral|Lazy|Honest|Intelligent|Unlawful|Violent|Loyal|Responsible|Hardworking|Uneducated,i have no feelings towards immigrants ,,,,,,,,,,,,,18,Female,,Black or African American,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C1
,12/6/20 23:32,12/6/20 23:34,100,130,TRUE,12/6/20 23:34,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,3,3,3,3,3,3,3,3,3,Intelligent|Lazy|Responsible|Violent|Unlawful|Uneducated|Honest|Loyal|Immoral|Hardworking,I feel that they should be able to come here with open arms and help with the process. ,,,,,,,,,,,,,18,Female,,Other,Yes,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C3
,12/6/20 23:33,12/6/20 23:35,100,101,TRUE,12/6/20 23:35,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,3,4,2,1 (not well at all),4,2,1 (not well at all),1 (not well at all),3,3,Honest|Unlawful|Uneducated|Intelligent|Lazy|Violent|Loyal|Hardworking|Responsible|Immoral,I don’t really have an opinion as long as they are good individual people ,20,Male,,White,No,Republican,,,Conservative,,"My parents, grandparents and I were all born in the USA.",C6
,12/6/20 23:15,12/6/20 23:35,100,1215,TRUE,12/6/20 23:35,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,4,5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Immoral|Responsible|Uneducated|Violent|Honest|Lazy|Loyal|Intelligent|Unlawful|Hardworking,"Undocumented immigrants are people who were fed up of the way their country of orign was(politically, economically, and socially) and they only came to the US to have more rights and opportunities to live a better life.",20,Female,,Black or African American,No,Democrat,,,"Moderate, middle of the road",Moderate,Other,C4
